date,shift,required_ground_crew_count
2026-06-25,Afternoon,74
2026-02-12,Afternoon,66
2026-07-27,Morning,223
2025-03-31,Night,43
2025-02-11,Night,39
2026-02-16,Afternoon,126
2024-06-17,Morning,70
2024-09-19,Morning,64
2025-10-20,Morning,114
2026-01-02,Morning,148
2024-05-11,Afternoon,55
2025-07-11,Afternoon,189
2025-02-03,Afternoon,52
2025-07-03,Night,68
2026-11-16,Morning,126
2024-03-24,Morning,161
2026-12-27,Morning,138
2025-05-07,Morning,74
2026-04-26,Afternoon,67
2025-04-10,Night,74
2024-12-06,Night,82
2026-04-24,Afternoon,112
2026-01-23,Afternoon,66
2024-06-06,Morning,74
2026-02-12,Afternoon,69
2026-04-05,Morning,151
2025-03-01,Night,44
2026-10-11,Afternoon,96
2025-12-03,Morning,120
2024-12-31,Morning,190
2024-01-12,Morning,165
2026-01-09,Night,38
2024-08-17,Morning,100
2026-04-09,Morning,143
2025-07-29,Morning,177
2025-05-26,Night,87
2024-06-28,Afternoon,105
2026-02-18,Afternoon,82
2024-06-30,Morning,185
2025-04-02,Morning,131
2026-07-05,Night,53
2026-10-05,Morning,119
2026-12-20,Morning,158
2026-11-15,Afternoon,108
2025-09-01,Morning,88
2024-08-07,Morning,104
2026-07-08,Night,51
2026-05-28,Afternoon,49
2026-12-21,Morning,61
2025-12-14,Morning,169
2024-06-04,Afternoon,89
2025-07-05,Morning,125
2025-05-06,Morning,108
2026-07-12,Afternoon,125
2025-03-06,Afternoon,92
2024-12-26,Night,60
2024-03-28,Morning,134
2026-07-04,Morning,113
2026-04-07,Afternoon,81
2024-02-15,Afternoon,85
2025-04-20,Morning,78
2025-06-09,Afternoon,115
2025-05-29,Morning,89
2026-10-04,Night,69
2024-06-14,Night,126
2024-12-01,Afternoon,104
2024-07-17,Night,89
2024-09-24,Night,59
2026-09-21,Morning,136
2026-10-28,Morning,103
2024-02-18,Afternoon,141
2025-11-23,Morning,88
2024-09-12,Morning,120
2024-07-30,Morning,112
2024-11-16,Night,50
2024-08-01,Afternoon,156
2025-06-21,Night,47
2026-12-27,Morning,124
2025-10-04,Morning,76
2026-03-03,Night,87
2025-06-24,Morning,122
2024-01-16,Morning,82
2024-04-02,Morning,87
2024-10-21,Afternoon,135
2024-09-24,Morning,181
2026-07-10,Morning,164
2026-07-13,Morning,88
2026-07-25,Morning,211
2025-11-29,Morning,75
2025-09-01,Afternoon,104
2025-12-12,Morning,78
2025-03-21,Morning,120
2026-01-04,Afternoon,74
2026-05-20,Afternoon,39
2026-04-16,Morning,74
2025-11-03,Morning,121
2024-03-04,Morning,53
2026-03-05,Night,32
2025-02-05,Morning,46
2026-03-26,Morning,82
2025-08-14,Afternoon,91
2026-08-23,Morning,169
2025-01-05,Morning,148
2026-10-17,Morning,129
2026-07-14,Afternoon,118
2024-12-28,Afternoon,105
2025-06-12,Afternoon,78
2025-08-05,Night,87
2026-04-22,Morning,166
2026-01-25,Night,54
2026-07-22,Afternoon,77
2025-02-09,Night,66
2025-07-07,Afternoon,76
2025-04-17,Morning,84
2026-09-23,Morning,86
2024-11-30,Afternoon,103
2025-10-05,Morning,89
2024-05-11,Afternoon,120
2026-07-20,Morning,106
2025-02-25,Morning,74
2025-01-08,Night,31
2025-09-30,Afternoon,85
2025-06-30,Afternoon,56
2026-07-18,Morning,66
2025-08-05,Afternoon,111
2025-07-20,Night,128
2024-04-25,Afternoon,74
2024-01-25,Afternoon,98
2025-03-12,Afternoon,49
2026-12-30,Morning,74
2026-10-02,Afternoon,54
2025-11-20,Night,43
2025-11-22,Afternoon,86
2025-03-05,Morning,70
2024-07-13,Afternoon,198
2024-01-10,Afternoon,32
2025-01-06,Night,49
2024-12-12,Afternoon,67
2024-07-28,Morning,70
2024-10-11,Morning,76
2024-01-28,Afternoon,84
2025-10-28,Morning,74
2026-10-13,Afternoon,112
2026-01-27,Night,40
2025-05-06,Afternoon,91
2025-04-05,Morning,141
2024-12-03,Afternoon,116
2024-06-05,Afternoon,81
2025-10-17,Morning,73
2025-09-12,Afternoon,77
2024-01-09,Afternoon,82
2025-03-31,Night,58
2024-10-31,Morning,120
2024-07-05,Morning,150
2026-02-09,Afternoon,51
2025-07-30,Morning,58
2025-11-25,Afternoon,110
2026-02-20,Night,73
2026-12-12,Morning,138
2026-05-29,Afternoon,84
2025-11-10,Night,69
2026-08-21,Afternoon,111
2025-06-07,Afternoon,115
2026-12-15,Afternoon,217
2026-04-14,Morning,137
2025-12-14,Morning,166
2026-09-17,Afternoon,110
2025-07-18,Morning,88
2026-02-28,Morning,55
2024-11-08,Morning,50
2026-11-21,Night,84
2025-11-14,Morning,106
2026-05-07,Afternoon,111
2025-05-19,Morning,78
2026-08-08,Afternoon,106
2024-03-22,Morning,101
2024-05-05,Morning,134
2025-07-09,Afternoon,150
2026-03-13,Afternoon,111
2026-06-05,Morning,108
2025-04-27,Afternoon,112
2025-12-13,Afternoon,96
2025-08-29,Morning,82
2026-11-19,Afternoon,149
2025-12-17,Morning,159
2025-04-01,Afternoon,98
2026-11-28,Morning,94
2024-04-27,Afternoon,133
2026-12-15,Morning,65
2024-06-17,Afternoon,247
2024-11-11,Afternoon,82
2026-06-19,Night,103
2026-03-15,Afternoon,94
2026-11-29,Night,55
2026-04-01,Morning,79
2025-11-29,Morning,128
2025-01-14,Morning,67
2024-01-06,Afternoon,85
2024-05-15,Afternoon,55
2024-11-22,Night,58
2024-02-14,Afternoon,148
2025-07-10,Afternoon,51
2026-05-01,Morning,178
2026-11-21,Morning,101
2025-06-20,Night,73
2026-08-17,Morning,83
2026-12-16,Morning,120
2026-07-31,Night,75
2025-05-24,Night,42
2024-12-22,Afternoon,117
2026-12-07,Morning,157
2024-09-22,Night,45
2025-03-27,Morning,104
2024-03-22,Afternoon,94
2026-05-19,Morning,91
2025-12-13,Night,91
2024-04-02,Night,36
2024-08-31,Afternoon,73
2025-08-31,Morning,95
2025-08-15,Afternoon,119
2026-05-29,Morning,97
2024-10-18,Night,53
2026-10-10,Morning,117
2025-05-02,Morning,71
2026-06-20,Afternoon,87
2024-09-18,Afternoon,115
2024-02-10,Night,63
2024-03-01,Morning,97
2025-02-12,Night,49
2026-11-10,Morning,71
2024-02-23,Morning,101
2025-02-08,Afternoon,101
2024-04-29,Morning,145
2026-10-17,Afternoon,86
2026-01-10,Morning,100
2026-04-15,Morning,91
2026-02-20,Afternoon,95
2025-12-21,Morning,83
2026-04-27,Afternoon,109
2024-01-09,Afternoon,60
2026-08-06,Morning,157
2026-03-21,Night,62
2026-03-21,Morning,116
2025-03-07,Morning,58
2026-05-27,Morning,54
2025-02-22,Night,32
2024-02-23,Afternoon,57
2026-09-21,Afternoon,87
2024-09-14,Night,53
2024-04-21,Morning,117
2025-11-12,Night,44
2024-09-13,Afternoon,39
2026-07-29,Night,133
2025-05-01,Night,63
2024-01-05,Night,53
2026-11-09,Morning,67
2025-07-18,Night,55
2024-10-15,Night,67
2026-01-12,Afternoon,106
2025-08-04,Morning,90
2024-02-02,Night,128
2026-04-12,Morning,116
2025-03-15,Afternoon,180
2026-02-05,Afternoon,108
2026-09-08,Morning,110
2025-10-31,Afternoon,113
2026-01-06,Morning,80
2024-10-06,Afternoon,117
2024-09-17,Night,29
2025-03-30,Morning,78
2026-07-23,Afternoon,146
2025-07-28,Morning,124
2025-01-16,Night,77
2026-05-04,Night,87
2026-07-24,Morning,94
2026-09-16,Afternoon,70
2024-11-23,Afternoon,84
2026-02-16,Afternoon,45
2025-10-08,Afternoon,126
2025-05-07,Afternoon,143
2025-03-11,Afternoon,142
2024-05-05,Morning,82
2024-10-28,Morning,83
2025-08-25,Night,37
2026-08-29,Morning,112
2026-08-07,Afternoon,112
2024-07-24,Morning,97
2026-01-14,Night,54
2024-04-02,Afternoon,119
2026-01-09,Afternoon,141
2025-01-09,Morning,40
2025-05-08,Afternoon,96
2026-02-25,Night,38
2025-04-10,Afternoon,80
2026-06-03,Afternoon,95
2025-08-07,Afternoon,84
2026-12-30,Morning,129
2025-11-30,Afternoon,120
2024-11-20,Morning,107
2026-04-29,Morning,105
2025-03-23,Afternoon,65
2025-08-08,Night,63
2024-05-29,Night,88
2024-05-10,Night,69
2025-09-22,Afternoon,87
2024-07-23,Morning,137
2026-12-29,Afternoon,167
2026-07-26,Night,68
2026-02-07,Afternoon,58
2026-03-16,Afternoon,71
2025-10-14,Afternoon,47
2024-03-07,Night,67
2025-03-06,Night,47
2025-06-27,Night,141
2026-09-30,Afternoon,51
2024-08-28,Morning,129
2025-06-28,Afternoon,55
2025-01-12,Morning,68
2024-05-27,Night,84
2024-04-22,Afternoon,80
2025-02-04,Afternoon,95
2024-03-31,Morning,55
2024-03-14,Afternoon,98
2025-01-19,Afternoon,151
2024-08-09,Morning,122
2025-08-31,Night,44
2024-01-20,Morning,118
2024-11-26,Afternoon,40
2025-05-11,Morning,180
2026-11-21,Afternoon,113
2025-11-26,Afternoon,89
2026-08-23,Night,46
2025-01-11,Morning,67
2025-05-07,Night,52
2025-04-05,Afternoon,98
2026-08-30,Morning,179
2026-11-17,Morning,74
2026-11-20,Morning,159
2026-04-04,Night,60
2025-07-05,Morning,106
2025-08-15,Afternoon,98
2026-12-10,Afternoon,161
2024-11-07,Night,47
2025-01-14,Afternoon,55
2026-09-10,Night,46
2025-02-27,Morning,162
2024-09-14,Night,65
2025-09-06,Morning,105
2024-12-22,Morning,172
2026-09-03,Night,57
2026-09-23,Morning,120
2024-12-01,Morning,114
2025-08-03,Afternoon,121
2026-12-14,Morning,121
2026-03-24,Morning,116
2024-08-24,Afternoon,192
2025-10-09,Night,51
2025-11-10,Night,47
2025-12-17,Morning,94
2024-01-28,Afternoon,76
2024-11-24,Night,51
2026-07-25,Morning,198
2024-09-21,Morning,75
2024-11-24,Morning,99
2024-12-19,Afternoon,65
2024-07-13,Morning,184
2024-06-19,Afternoon,128
2025-01-15,Night,45
2026-08-16,Morning,95
2024-01-02,Afternoon,69
2024-11-06,Morning,127
2024-03-07,Morning,80
2025-09-07,Night,36
2024-10-01,Afternoon,70
2026-05-18,Night,92
2025-10-03,Afternoon,58
2026-05-09,Morning,113
2025-11-26,Afternoon,93
2025-04-25,Morning,61
2026-08-01,Night,67
2025-06-05,Afternoon,127
2026-11-07,Morning,91
2026-12-26,Afternoon,80
2025-10-07,Afternoon,115
2026-01-09,Night,71
2024-10-07,Morning,120
2026-06-11,Morning,118
2026-01-06,Morning,93
2026-09-16,Morning,89
2024-10-19,Afternoon,65
2026-05-13,Morning,88
2025-05-30,Afternoon,61
2024-07-21,Afternoon,94
2024-07-06,Morning,137
2025-09-08,Night,71
2024-12-16,Afternoon,196
2024-04-21,Morning,88
2025-04-13,Afternoon,81
2025-12-16,Morning,86
2024-12-15,Night,41
2026-11-13,Afternoon,67
2026-05-04,Afternoon,88
2025-07-15,Night,46
2026-10-21,Night,88
2025-04-19,Night,74
2024-06-02,Morning,96
2024-02-09,Morning,106
2026-10-25,Afternoon,78
2026-11-17,Afternoon,126
2026-03-21,Afternoon,108
2024-04-22,Night,72
2024-11-17,Morning,73
2024-02-15,Morning,124
2024-02-26,Afternoon,46
2024-09-26,Morning,106
2025-09-19,Afternoon,84
2024-03-12,Afternoon,76
2026-12-15,Afternoon,54
2025-05-13,Afternoon,67
2024-10-16,Afternoon,122
2025-07-19,Afternoon,66
2026-05-16,Morning,155
2024-12-08,Afternoon,137
2024-02-22,Afternoon,116
2024-02-25,Morning,139
2026-07-22,Afternoon,75
2024-05-02,Night,52
2025-11-27,Morning,160
2025-02-25,Afternoon,71
2026-05-02,Night,36
2024-03-07,Night,126
2026-09-10,Afternoon,122
2026-02-04,Afternoon,101
2025-05-07,Night,68
2024-08-14,Afternoon,109
2026-12-06,Morning,206
2024-11-27,Morning,73
2025-06-21,Night,89
2025-03-07,Afternoon,92
2024-09-09,Morning,91
2025-04-01,Morning,71
2024-06-15,Night,46
2024-01-02,Afternoon,38
2024-11-13,Night,79
2024-05-02,Afternoon,143
2025-03-30,Night,42
2026-08-03,Night,43
2024-06-27,Morning,96
2024-01-02,Afternoon,61
2024-05-01,Morning,168
2025-07-10,Night,87
2024-10-28,Morning,77
2025-06-20,Afternoon,90
2024-02-02,Night,41
2024-12-31,Morning,77
2025-03-25,Night,43
2025-04-17,Morning,76
2025-08-27,Afternoon,129
2026-05-05,Afternoon,112
2025-05-27,Morning,114
2026-07-10,Afternoon,115
2025-08-03,Night,71
2024-10-12,Morning,119
2024-09-08,Afternoon,95
2024-12-19,Night,94
2025-10-16,Night,47
2024-09-22,Morning,176
2026-09-28,Night,58
2025-06-09,Morning,62
2026-08-04,Afternoon,130
2026-01-18,Afternoon,84
2024-12-31,Night,35
2024-09-07,Morning,77
2026-03-26,Morning,49
2024-12-28,Night,136
2024-09-27,Morning,161
2026-10-16,Afternoon,128
2025-06-12,Afternoon,51
2024-02-23,Afternoon,78
2025-06-26,Morning,71
2025-05-20,Morning,99
2026-08-04,Night,57
2026-02-18,Afternoon,68
2024-07-28,Morning,150
2024-06-13,Morning,184
2025-10-23,Morning,103
2024-02-21,Night,43
2024-12-15,Morning,148
2024-05-31,Morning,61
2024-01-23,Afternoon,85
2026-10-04,Morning,108
2024-04-08,Morning,103
2024-01-11,Night,42
2026-10-19,Afternoon,87
2024-07-25,Morning,93
2026-06-13,Afternoon,74
2024-02-04,Morning,112
2024-06-17,Morning,109
2024-05-01,Afternoon,121
2026-02-13,Afternoon,112
2025-11-10,Afternoon,91
2025-06-05,Night,69
2024-09-21,Morning,78
2024-04-07,Night,54
2025-09-15,Afternoon,83
2024-09-09,Morning,129
2025-10-08,Night,46
2026-01-23,Morning,118
2026-07-19,Afternoon,49
2025-06-25,Afternoon,80
2024-01-06,Morning,76
2024-11-03,Night,152
2026-07-24,Morning,88
2025-08-07,Night,54
2025-11-09,Morning,109
2025-05-16,Morning,69
2024-06-27,Morning,117
2026-09-09,Night,68
2026-04-27,Morning,98
2026-12-26,Night,45
2026-07-26,Morning,65
2024-11-15,Afternoon,107
2024-10-05,Morning,119
2024-09-29,Morning,143
2026-10-03,Night,32
2025-09-02,Afternoon,112
2025-05-13,Afternoon,76
2026-11-27,Afternoon,90
2025-10-23,Afternoon,94
2026-09-23,Afternoon,33
2026-12-15,Night,97
2024-03-28,Afternoon,57
2025-01-31,Afternoon,62
2026-03-15,Afternoon,58
2026-06-10,Afternoon,124
2024-06-11,Afternoon,94
2024-12-14,Afternoon,171
2025-08-23,Afternoon,108
2026-05-25,Night,53
2024-05-03,Night,104
2025-10-20,Night,83
2024-11-20,Night,51
2024-08-25,Afternoon,109
2025-07-18,Afternoon,82
2025-03-29,Morning,124
2025-11-27,Afternoon,64
2024-12-14,Morning,93
2026-06-21,Morning,120
2024-03-26,Night,79
2026-08-02,Night,95
2024-02-02,Afternoon,95
2026-03-17,Morning,64
2025-01-14,Afternoon,165
2025-02-24,Afternoon,55
2024-01-21,Night,41
2026-02-08,Night,47
2024-06-30,Morning,141
2025-12-23,Morning,103
2026-03-05,Morning,180
2026-07-15,Morning,116
2026-02-15,Morning,208
2024-11-26,Morning,126
2026-03-20,Morning,93
2026-06-24,Morning,162
2024-12-13,Morning,179
2024-05-16,Afternoon,49
2026-09-02,Morning,184
2024-06-11,Night,94
2025-10-12,Morning,90
2024-09-15,Morning,57
2024-05-18,Morning,55
2026-04-30,Afternoon,97
2024-06-06,Morning,217
2026-01-04,Afternoon,64
2026-01-29,Morning,140
2024-03-07,Night,60
2024-07-08,Morning,114
2026-05-20,Afternoon,102
2025-07-09,Night,128
2024-05-13,Morning,68
2026-12-22,Morning,172
2024-10-17,Night,59
2024-01-05,Morning,77
2026-10-09,Morning,58
2024-01-19,Afternoon,73
2025-08-29,Morning,166
2026-12-24,Night,110
2025-09-25,Afternoon,86
2025-10-02,Afternoon,83
2025-03-01,Morning,129
2024-05-19,Afternoon,64
2025-09-19,Afternoon,49
2026-09-10,Morning,183
2024-04-09,Night,77
2026-08-22,Afternoon,75
2025-03-30,Night,77
2025-08-10,Morning,130
2024-06-30,Morning,49
2025-11-12,Afternoon,99
2024-07-18,Night,68
2024-10-26,Morning,57
2026-03-01,Morning,136
2024-02-25,Night,46
2025-05-05,Morning,104
2025-10-13,Morning,79
2024-05-24,Afternoon,75
2024-11-19,Morning,59
2025-01-11,Morning,65
2025-12-28,Morning,155
2026-12-06,Night,91
2026-07-05,Morning,111
2024-07-26,Afternoon,72
2024-01-20,Night,61
2024-02-26,Afternoon,94
2025-10-14,Afternoon,105
2024-06-20,Afternoon,85
2024-09-10,Morning,55
2026-07-17,Afternoon,72
2026-08-15,Night,69
2026-07-08,Night,58
2024-10-05,Afternoon,114
2025-11-10,Morning,105
2025-10-31,Night,53
2024-07-22,Morning,148
2025-08-29,Night,38
2025-07-29,Morning,93
2025-03-10,Afternoon,40
2026-04-03,Night,54
2026-01-12,Afternoon,34
2025-08-06,Morning,145
2026-03-06,Night,75
2026-04-16,Morning,134
2025-09-13,Morning,95
2024-10-20,Afternoon,75
2026-04-11,Afternoon,89
2026-02-25,Afternoon,82
2026-12-13,Morning,156
2024-06-13,Afternoon,166
2025-04-04,Night,57
2026-10-09,Morning,99
2025-07-17,Afternoon,93
2026-10-30,Afternoon,125
2024-01-14,Night,63
2024-02-08,Afternoon,85
2026-05-22,Night,43
2025-01-27,Morning,94
2025-07-24,Morning,133
2025-04-14,Night,49
2025-03-23,Night,48
2026-10-26,Afternoon,111
2024-04-13,Afternoon,72
2026-04-26,Afternoon,101
2026-09-02,Morning,155
2025-12-21,Night,83
2025-03-08,Night,56
2024-06-24,Afternoon,202
2026-01-18,Morning,92
2025-05-28,Morning,90
2024-06-12,Morning,120
2025-01-29,Afternoon,78
2026-11-19,Afternoon,56
2024-10-17,Morning,85
2024-07-14,Afternoon,190
2026-01-17,Night,65
2024-08-06,Morning,113
2026-10-05,Afternoon,103
2026-07-30,Afternoon,98
2026-12-13,Morning,98
2026-09-27,Afternoon,52
2024-09-24,Afternoon,99
2024-08-20,Morning,156
2025-01-10,Morning,57
2025-05-29,Night,40
2026-08-22,Morning,130
2026-03-14,Afternoon,123
2025-12-07,Afternoon,85
2026-08-20,Night,50
2025-12-08,Afternoon,113
2025-02-19,Night,63
2025-03-28,Afternoon,84
2025-07-20,Afternoon,208
2024-04-07,Morning,124
2026-03-23,Morning,95
2025-12-16,Afternoon,163
2026-03-12,Morning,109
2025-08-08,Afternoon,77
2026-05-08,Morning,140
2026-11-06,Morning,86
2025-09-16,Morning,120
2025-05-02,Night,76
2024-04-24,Afternoon,119
2026-05-03,Night,75
2026-09-17,Afternoon,57
2026-02-05,Night,79
2026-08-06,Night,74
2026-08-01,Morning,147
2026-05-24,Night,55
2025-07-05,Morning,187
2024-04-19,Afternoon,90
2024-01-04,Night,33
2024-08-12,Morning,62
2025-04-17,Afternoon,174
2026-03-25,Morning,107
2025-05-14,Morning,72
2024-01-26,Morning,84
2024-08-18,Morning,128
2026-12-09,Morning,136
2026-12-18,Afternoon,95
2025-02-17,Afternoon,88
2026-06-01,Afternoon,118
2026-02-27,Afternoon,53
2026-10-17,Morning,93
2026-08-30,Morning,146
2025-11-20,Night,46
2025-03-08,Night,59
2025-11-17,Afternoon,69
2024-12-15,Morning,134
2025-01-16,Night,36
2025-10-29,Night,53
2025-09-18,Afternoon,136
2025-09-28,Morning,164
2025-02-25,Morning,50
2025-03-24,Afternoon,104
2024-01-12,Night,49
2025-10-21,Afternoon,72
2025-09-23,Morning,120
2026-10-22,Afternoon,78
2025-07-06,Night,83
2025-05-27,Afternoon,62
2024-03-15,Night,55
2024-08-03,Morning,82
2025-01-05,Morning,72
2025-02-17,Afternoon,177
2025-02-01,Afternoon,103
2025-03-07,Night,59
2026-04-22,Afternoon,63
2024-05-23,Morning,109
2024-12-30,Morning,101
2024-06-27,Afternoon,119
2024-12-03,Morning,76
2026-01-20,Afternoon,54
2024-02-21,Morning,47
2025-01-07,Morning,68
2024-01-26,Afternoon,80
2026-11-12,Morning,109
2026-03-08,Afternoon,58
2024-09-23,Afternoon,77
2024-08-05,Afternoon,70
2024-04-18,Afternoon,70
2025-06-02,Night,58
2026-04-05,Night,59
2025-10-02,Morning,149
2026-08-23,Morning,66
2025-01-11,Afternoon,166
2024-10-31,Afternoon,106
2025-06-07,Afternoon,113
2024-08-09,Afternoon,91
2026-12-05,Night,90
2024-07-22,Morning,207
2025-06-08,Afternoon,122
2025-07-26,Morning,117
2024-03-03,Afternoon,71
2025-05-28,Afternoon,77
2025-05-13,Afternoon,75
2024-10-11,Morning,86
2024-05-20,Night,50
2024-02-19,Night,47
2024-01-10,Afternoon,59
2025-06-11,Night,93
2024-04-08,Afternoon,117
2026-11-17,Night,56
2024-09-25,Morning,102
2025-12-16,Morning,120
2026-01-08,Morning,84
2025-06-27,Morning,78
2026-08-26,Afternoon,103
2024-05-01,Morning,70
2024-09-13,Afternoon,88
2024-10-03,Morning,84
2024-05-28,Morning,94
2024-11-19,Night,47
2024-12-08,Afternoon,178
2026-04-18,Night,84
2024-11-26,Afternoon,65
2026-08-18,Morning,111
2026-04-26,Afternoon,67
2026-09-15,Afternoon,52
2024-04-25,Morning,120
2026-12-15,Night,54
2025-11-03,Afternoon,113
2026-12-12,Afternoon,144
2025-01-23,Afternoon,90
2026-11-10,Afternoon,128
2025-10-07,Morning,68
2024-03-19,Night,42
2025-03-25,Afternoon,87
2024-05-31,Morning,123
2026-10-28,Morning,154
2024-11-29,Afternoon,120
2024-08-31,Night,76
2025-08-28,Night,130
2025-04-10,Afternoon,98
2024-04-16,Night,68
2026-06-13,Afternoon,127
2026-07-15,Morning,95
2026-03-25,Afternoon,113
2025-11-06,Morning,57
2025-03-17,Morning,69
2025-08-17,Afternoon,95
2025-07-25,Morning,144
2024-06-30,Night,121
2024-03-30,Night,44
2024-10-04,Morning,90
2025-05-12,Afternoon,83
2024-06-24,Afternoon,141
2024-04-26,Morning,48
2026-07-22,Morning,69
2025-02-14,Morning,145
2025-10-02,Morning,120
2025-07-28,Morning,152
2026-03-16,Morning,93
2026-03-21,Morning,62
2024-11-20,Night,54
2026-07-18,Morning,218
2025-02-10,Morning,82
2026-07-04,Afternoon,81
2025-03-19,Morning,125
2024-05-01,Afternoon,71
2026-04-12,Morning,56
2024-02-03,Afternoon,125
2026-04-26,Afternoon,122
2024-02-17,Afternoon,80
2024-08-14,Afternoon,90
2025-10-23,Afternoon,88
2026-10-28,Morning,78
2025-03-23,Morning,124
2024-05-12,Afternoon,105
2024-09-12,Morning,90
2026-09-09,Morning,84
2026-03-07,Afternoon,49
2024-04-20,Morning,90
2025-02-25,Morning,94
2024-10-16,Afternoon,151
2024-07-13,Morning,177
2026-07-16,Night,82
2025-11-08,Night,62
2024-07-15,Night,33
2025-12-14,Afternoon,149
2025-03-29,Morning,94
2024-03-08,Afternoon,109
2025-05-08,Afternoon,31
2024-07-22,Afternoon,58
2024-09-25,Morning,125
2026-08-21,Morning,108
2026-02-17,Morning,104
2024-05-26,Morning,105
2026-07-22,Morning,242
2025-09-21,Night,57
2026-08-16,Morning,87
2026-03-29,Afternoon,72
2025-01-06,Night,54
2025-08-09,Morning,66
2025-08-04,Afternoon,63
2026-02-28,Afternoon,99
2024-09-29,Morning,94
2024-12-31,Afternoon,121
2024-09-25,Night,43
2024-11-20,Afternoon,113
2024-06-25,Night,93
2024-02-10,Night,67
2026-10-27,Morning,204
2024-03-22,Afternoon,146
2026-08-31,Afternoon,109
2024-01-04,Afternoon,91
2026-05-01,Afternoon,112
2024-12-25,Afternoon,172
2025-07-21,Night,84
2024-11-05,Morning,150
2025-06-21,Afternoon,95
2025-05-09,Morning,82
2025-08-03,Afternoon,99
2025-03-07,Night,51
2025-08-11,Night,175
2026-06-23,Afternoon,51
2025-04-21,Afternoon,89
2025-01-31,Morning,106
2024-05-24,Morning,136
2025-01-29,Morning,78
2024-05-17,Night,74
2024-07-19,Morning,137
2026-11-09,Night,38
2024-04-07,Morning,72
2025-06-12,Afternoon,182
2026-07-03,Afternoon,59
2026-11-10,Afternoon,87
2024-06-09,Afternoon,111
2024-06-28,Afternoon,169
2025-02-12,Night,76
2025-08-30,Afternoon,114
2026-11-17,Morning,61
2024-08-15,Morning,134
2024-06-29,Afternoon,133
2024-10-04,Afternoon,58
2026-08-16,Afternoon,119
2024-02-02,Afternoon,78
2025-02-20,Morning,109
2024-05-10,Night,56
2024-06-21,Afternoon,89
2026-10-01,Afternoon,72
2024-01-02,Afternoon,60
2024-12-18,Night,64
2026-09-30,Afternoon,73
2025-10-28,Night,45
2024-03-19,Morning,86
2025-05-24,Afternoon,42
2026-11-30,Afternoon,133
2025-03-14,Afternoon,94
2025-08-02,Morning,176
2025-08-05,Afternoon,93
2025-12-24,Morning,221
2024-07-24,Night,45
2026-07-09,Morning,94
2026-12-19,Morning,166
2024-06-05,Afternoon,74
2026-06-15,Morning,84
2026-06-14,Morning,107
2026-03-23,Afternoon,53
2025-02-10,Afternoon,76
2025-05-28,Morning,160
2026-07-08,Afternoon,148
2024-06-16,Afternoon,117
2026-06-27,Night,76
2026-10-06,Morning,95
2026-01-17,Morning,47
2025-01-09,Night,63
2025-09-04,Afternoon,48
2024-02-24,Morning,49
2026-10-18,Night,52
2025-01-10,Morning,81
2024-03-03,Night,34
2026-05-20,Afternoon,87
2025-12-21,Night,92
2025-11-13,Night,91
2024-02-29,Morning,75
2026-04-02,Night,60
2025-11-29,Morning,98
2026-05-19,Afternoon,76
2026-06-25,Afternoon,54
