date,shift,scheduled_arrivals,scheduled_departures,international_flights,domestic_flights,wide_body_count,narrow_body_count,expected_passengers,cargo_tonnage,mail_tonnage,dangerous_goods_tonnage,weather_severity_index,wind_speed,visibility_km,rainfall_mm,equipment_utilization_rate,equipment_breakdown_count,active_gates,occupied_gates,staff_absenteeism_rate,delay_minutes,workload_index,required_ground_crew_count
2026-03-02,Morning,41,39,23,57,5,71,15124,52.08,9.47,1.12,0.31,43.0,17.94,0.0,61.69,12,90,43,1.05,122.2,33.9,143
2026-02-02,Morning,65,68,47,86,10,126,21021,133.48,18.58,0.99,4.08,15.7,12.05,4.5,71.72,1,70,55,2.37,80.5,50.43,170
2025-05-21,Morning,69,58,44,83,12,120,23510,121.53,15.97,1.59,4.83,32.4,10.17,47.3,79.99,2,82,66,2.55,104.2,54.0,188
2026-02-24,Morning,47,45,18,74,6,83,16040,55.68,12.01,1.18,0.96,19.3,16.47,1.4,75.84,2,74,46,1.14,31.4,28.11,125
2024-06-25,Morning,75,71,57,89,19,124,20478,188.82,15.16,0.52,3.0,13.2,14.28,30.3,82.35,1,79,60,2.21,112.1,53.53,200
2026-09-14,Afternoon,66,72,58,80,18,123,19370,136.77,16.31,0.73,0.79,16.9,17.73,0.0,78.14,5,73,56,4.75,91.8,47.19,190
2025-07-03,Afternoon,75,98,61,112,15,161,27557,120.47,28.84,12.15,4.69,26.2,15.99,0.2,93.54,1,84,72,3.57,76.9,64.68,224
2026-10-25,Afternoon,55,57,33,79,14,95,17922,99.06,12.96,1.8,1.93,21.1,16.38,16.5,76.71,1,66,47,3.25,41.3,36.94,158
2024-06-15,Morning,42,52,20,74,14,80,17828,57.83,8.08,0.66,5.17,23.1,16.49,2.3,60.48,2,71,36,4.85,44.1,38.61,156
2025-06-29,Morning,58,44,31,71,7,94,25240,122.78,8.47,1.92,1.39,13.7,17.95,2.3,75.57,0,67,39,3.43,5.2,41.01,152
2026-02-02,Afternoon,43,54,26,71,8,89,14320,124.42,10.34,0.15,5.49,24.4,11.8,43.0,75.23,1,51,28,2.63,37.6,38.49,142
2025-06-27,Morning,103,97,86,114,24,171,34956,251.44,40.0,0.49,2.56,22.7,16.85,12.7,83.66,0,80,77,4.89,121.5,79.44,267
2025-05-03,Night,37,28,14,51,6,54,9525,41.44,8.99,1.67,0.23,15.6,18.99,2.2,60.83,1,100,24,2.14,7.0,13.26,83
2024-07-01,Morning,57,69,42,84,8,119,23862,125.43,10.93,1.68,7.28,42.3,8.96,64.3,85.11,1,90,64,7.09,96.9,58.01,201
2025-02-21,Afternoon,47,42,23,66,7,83,13888,79.13,10.14,1.61,0.58,13.0,15.96,5.7,60.37,4,67,36,19.52,22.2,27.32,154
2024-09-18,Night,34,34,15,53,2,64,8851,56.44,5.62,0.72,1.18,21.4,17.39,13.0,66.47,2,80,30,1.18,26.5,16.9,83
2024-11-26,Afternoon,71,50,40,81,8,108,16806,73.71,12.4,21.73,1.85,16.7,17.44,6.6,70.15,3,42,31,5.34,56.8,38.08,172
2026-01-19,Afternoon,35,42,19,58,5,67,10926,41.63,7.43,1.05,1.9,22.5,16.05,21.6,68.68,1,58,30,4.9,36.4,20.63,114
2025-11-21,Afternoon,74,70,61,83,20,127,28735,132.53,14.67,1.95,2.59,25.4,12.63,18.1,75.97,0,49,41,2.82,116.9,57.22,207
2025-10-27,Morning,52,53,35,70,7,102,17109,82.19,13.56,1.39,4.92,18.4,12.4,37.1,70.6,1,58,34,14.11,21.9,39.28,167
2025-01-31,Afternoon,83,80,73,90,19,146,24008,151.56,23.52,0.25,1.16,13.0,16.7,5.3,83.63,2,71,46,4.91,50.6,54.43,204
2026-11-17,Night,27,26,11,42,8,40,9887,61.91,11.33,1.76,0.17,2.9,16.97,1.6,64.24,1,78,24,2.33,11.3,12.42,82
2024-04-06,Night,62,51,32,81,10,101,20972,164.68,14.87,1.76,0.29,26.0,18.79,2.1,79.77,2,95,70,2.75,51.0,41.3,152
2025-01-10,Afternoon,63,48,39,72,8,106,14988,141.45,11.93,1.16,1.96,21.2,16.44,18.2,73.32,1,49,23,5.4,20.7,35.5,146
2024-05-09,Morning,62,65,38,89,19,111,21102,99.67,8.51,0.49,0.27,16.6,17.38,17.4,79.48,0,20,16,1.37,29.0,38.65,167
2025-01-06,Night,35,25,16,44,6,54,11117,62.2,5.67,0.63,4.83,36.9,16.41,0.8,58.07,2,69,28,3.68,48.4,25.37,110
2026-11-20,Afternoon,50,31,18,63,6,79,11991,62.55,11.87,0.18,2.18,41.7,17.6,7.8,57.0,0,69,26,4.04,19.4,22.77,110
2025-02-05,Morning,32,60,24,68,3,87,20533,69.53,10.53,0.6,0.35,13.3,19.31,0.0,85.79,1,51,26,2.34,4.9,30.76,125
2026-09-22,Morning,51,62,34,79,10,98,13396,101.8,10.6,14.85,1.8,23.6,17.47,1.0,71.09,2,57,28,1.91,11.6,32.69,151
2025-06-26,Morning,55,76,46,85,13,122,26896,119.83,19.5,0.01,2.25,16.7,16.8,10.9,83.79,2,93,70,1.61,63.1,52.31,187
2026-02-05,Afternoon,37,26,17,46,7,59,11769,56.33,8.12,0.44,5.45,26.7,11.38,33.5,54.93,1,78,32,4.27,64.3,26.95,118
2025-05-16,Morning,91,85,78,98,30,148,33315,149.84,15.29,0.47,1.36,15.4,15.13,12.6,86.65,1,85,75,6.2,58.2,65.75,248
2024-10-18,Morning,58,50,41,67,8,105,15926,94.08,20.73,23.8,1.03,12.2,17.54,9.0,67.84,0,77,52,1.15,13.1,30.84,150
2026-04-17,Morning,67,68,60,75,21,109,30417,180.57,16.6,0.34,0.79,7.7,18.21,3.3,75.81,4,68,61,2.54,100.2,59.21,212
2026-11-28,Night,39,28,13,54,5,64,14571,56.86,7.13,1.23,2.34,22.2,17.53,2.3,64.14,2,89,38,5.07,33.7,24.82,107
2024-10-15,Morning,57,64,35,86,15,109,22018,131.76,16.2,1.98,1.99,33.0,16.52,2.1,83.98,4,75,48,3.1,46.6,47.02,180
2026-05-03,Morning,42,66,33,75,7,100,20386,76.6,16.71,1.15,1.85,10.2,16.94,3.9,77.84,0,110,74,2.55,24.9,36.26,139
2024-10-13,Afternoon,55,55,35,75,8,101,24007,121.59,15.14,0.7,2.78,18.1,17.61,5.0,68.6,2,81,56,2.9,36.8,46.14,158
2026-02-24,Morning,60,45,25,80,7,95,19938,77.66,20.67,1.14,2.73,13.1,13.63,19.9,76.66,0,80,45,1.41,14.4,36.77,136
2026-05-14,Night,51,40,27,64,8,82,16004,58.82,9.16,1.55,2.11,19.6,15.47,3.2,58.7,0,101,42,1.79,11.2,28.12,111
2025-05-07,Night,29,40,14,55,1,69,10042,26.14,7.59,1.89,2.51,18.5,16.42,16.5,68.45,2,76,35,6.34,44.9,19.71,99
2026-03-18,Afternoon,73,66,48,91,14,127,30169,117.04,26.46,8.66,2.1,23.5,18.12,1.4,82.96,2,61,54,4.38,184.7,59.18,210
2024-10-25,Afternoon,54,45,31,68,6,89,18095,81.0,9.69,0.66,1.63,11.4,16.91,15.2,67.06,0,77,46,1.24,6.0,31.74,125
2024-03-27,Morning,49,58,34,73,10,92,24519,79.32,10.68,1.16,1.78,11.1,16.63,11.3,67.19,5,74,47,15.13,54.2,45.04,191
2024-04-15,Morning,53,60,36,77,13,104,21519,146.18,8.93,0.94,0.86,11.2,18.53,0.0,73.3,2,38,25,5.6,23.4,41.46,168
2025-05-04,Morning,82,83,65,100,27,138,32285,240.69,15.72,0.86,5.78,35.9,16.67,1.8,91.43,1,118,98,3.76,106.2,76.48,256
2026-09-16,Morning,76,55,49,82,18,110,24008,144.95,11.36,1.3,9.57,43.0,2.56,103.6,76.84,0,63,43,5.09,208.6,65.84,223
2024-05-19,Morning,58,69,40,87,16,113,22294,133.93,11.79,1.32,2.63,24.2,17.6,4.6,75.73,2,99,71,1.39,47.0,48.02,176
2025-05-14,Afternoon,45,46,25,66,8,80,16554,69.49,12.21,0.92,1.64,18.8,17.18,4.6,67.3,2,106,55,3.44,24.3,30.26,128
2026-02-10,Morning,49,60,33,76,14,99,18700,120.83,9.96,0.83,2.43,23.3,16.82,9.1,69.58,1,80,50,14.51,13.9,38.6,180
2024-08-09,Morning,79,67,55,91,14,129,34697,141.85,15.18,0.06,1.22,20.1,15.59,3.5,81.69,0,90,85,3.51,124.3,61.59,209
2026-03-01,Afternoon,68,51,44,75,11,105,22588,160.49,10.48,0.41,0.97,14.6,18.41,0.6,70.73,2,59,40,11.33,21.9,44.49,177
2024-12-01,Afternoon,41,68,34,75,6,101,22553,57.48,11.48,1.5,2.16,21.7,18.28,0.7,69.2,2,99,66,2.0,46.3,40.42,145
2026-06-05,Morning,75,71,62,84,19,130,28058,161.06,21.47,0.14,1.37,20.7,17.9,0.7,90.48,0,59,49,2.06,112.0,55.88,210
2025-09-26,Morning,64,79,50,93,18,128,25505,168.03,20.8,1.63,1.74,13.0,16.77,10.9,80.1,0,85,73,1.75,86.5,53.28,197
2025-08-22,Morning,95,103,78,120,25,175,35000,139.13,19.25,19.82,2.51,29.8,17.18,0.9,88.72,0,81,76,1.38,125.6,73.66,266
2024-07-12,Morning,68,51,31,88,9,108,17199,113.58,20.66,0.43,2.4,13.8,17.71,3.3,70.18,0,38,29,2.21,59.7,38.63,148
2025-05-22,Night,32,44,15,61,1,76,14464,35.65,16.32,0.89,8.18,30.4,11.27,2.5,59.21,0,58,31,2.47,165.9,37.46,112
2026-07-27,Night,31,27,12,46,5,58,7957,54.63,9.84,0.15,1.15,6.5,17.43,0.0,61.25,0,60,24,3.94,13.9,12.1,81
2024-01-22,Afternoon,51,64,39,76,10,102,22161,55.96,9.21,1.0,4.19,21.7,12.72,31.5,71.07,0,52,34,1.94,86.9,44.05,157
2026-04-11,Afternoon,48,41,21,68,5,87,16573,76.45,8.77,1.63,1.49,11.5,17.93,1.7,73.07,2,68,36,2.11,18.6,29.85,120
2025-06-24,Afternoon,51,46,22,75,8,91,12759,108.49,16.06,1.13,1.79,34.5,18.45,2.1,64.76,2,84,37,6.27,28.0,29.8,135
2026-02-27,Afternoon,56,45,30,71,6,92,19351,90.23,16.38,18.63,0.42,10.1,18.58,2.3,76.78,0,90,54,2.06,3.0,31.46,141
2025-12-27,Morning,70,61,37,94,12,117,25199,152.13,14.77,0.71,7.25,31.0,13.58,1.6,72.41,2,76,54,12.48,102.0,62.44,211
2025-04-18,Morning,56,48,23,81,6,100,15403,69.31,24.72,0.74,0.3,14.7,16.52,1.0,78.18,0,107,63,1.17,0.4,26.74,117
2024-12-04,Afternoon,56,54,30,80,9,97,23473,99.04,17.93,1.34,0.22,24.2,18.87,2.9,72.7,0,66,50,6.03,27.2,37.78,154
2025-11-18,Afternoon,66,60,45,81,14,117,22016,144.95,10.77,1.23,1.93,8.0,17.93,3.2,70.66,1,83,59,2.0,40.4,45.8,164
2024-06-02,Morning,67,49,33,83,6,106,23030,171.41,20.85,0.48,1.37,8.5,18.22,2.1,79.05,1,93,59,5.22,18.9,44.78,159
2025-10-02,Morning,51,64,37,78,11,105,20136,109.74,12.6,1.3,2.0,15.4,17.01,1.2,81.45,0,70,45,6.19,42.6,39.56,161
2024-04-13,Morning,53,54,35,72,10,96,18624,92.86,16.32,0.31,2.46,14.2,17.48,7.5,73.42,1,102,74,5.54,25.7,37.11,150
2025-12-13,Morning,87,83,69,101,16,157,26722,159.42,24.73,1.05,1.25,8.4,16.81,4.9,78.73,0,90,72,1.8,46.8,57.23,195
2025-11-20,Afternoon,71,59,54,76,17,115,22753,233.48,12.75,1.24,1.52,19.1,16.0,1.0,75.14,0,65,52,2.66,35.3,49.85,185
2024-04-02,Afternoon,29,44,17,56,5,65,14768,47.68,11.83,0.28,1.19,23.4,18.29,4.8,61.84,0,105,31,2.06,6.1,21.23,96
2026-04-10,Afternoon,76,69,62,83,15,135,24425,199.56,21.79,0.48,0.24,17.3,18.04,4.6,92.8,2,61,51,2.09,91.8,53.03,190
2025-03-31,Morning,51,53,33,71,7,101,18349,77.15,12.41,1.44,2.39,44.6,18.1,0.0,72.7,1,78,52,3.97,58.7,36.09,152
2026-05-12,Morning,59,58,36,81,11,104,22108,151.06,20.45,0.82,1.06,17.3,18.42,3.7,87.78,5,84,56,3.95,30.0,46.04,177
2024-02-15,Night,35,18,11,42,3,53,7536,43.01,8.55,1.55,1.31,11.4,14.8,1.0,54.18,2,81,24,6.2,20.2,12.32,81
2024-07-15,Afternoon,55,52,33,74,9,102,16508,110.39,26.32,1.09,4.83,38.1,12.86,39.6,68.66,1,99,52,2.38,33.0,40.48,153
2025-06-25,Morning,120,106,79,147,23,180,35000,356.4,40.0,1.24,4.44,25.8,12.86,33.6,94.08,1,114,103,2.92,109.8,93.43,284
2024-07-25,Morning,73,72,52,93,13,129,23838,103.23,16.21,1.03,2.52,33.3,17.27,7.0,79.58,0,96,79,4.24,63.8,49.83,190
2024-12-27,Night,39,57,26,70,6,87,13565,118.87,13.46,1.85,8.83,35.4,12.94,2.6,69.56,0,64,36,4.59,182.6,45.81,147
2025-12-25,Night,48,57,36,69,11,90,19996,158.42,12.76,1.93,1.03,8.2,18.68,0.0,81.17,0,95,69,1.61,35.4,37.98,143
2024-06-07,Night,33,29,12,50,3,57,9443,48.63,11.78,1.31,2.22,26.4,14.28,2.6,66.34,2,86,36,1.6,38.1,18.23,92
2026-01-12,Afternoon,61,62,43,80,12,110,20652,128.94,23.08,0.04,2.88,16.5,14.24,21.9,76.37,0,61,40,6.43,24.4,43.74,169
2024-04-23,Afternoon,62,44,27,79,10,101,22466,121.02,7.35,0.39,0.6,12.1,18.28,3.5,68.18,0,97,63,2.1,25.2,37.79,140
2024-07-11,Afternoon,44,54,31,67,10,90,15404,105.41,12.34,0.55,1.45,15.5,18.32,4.2,72.48,0,69,38,6.22,3.7,29.66,138
2025-10-06,Morning,42,45,27,60,4,84,12408,73.25,15.61,0.56,1.93,10.3,15.57,7.9,66.42,1,104,48,4.09,28.3,25.36,112
2026-05-19,Afternoon,66,45,30,81,12,97,20623,198.47,16.72,1.32,1.25,9.3,16.63,3.7,72.44,0,72,46,2.9,17.3,41.67,152
2024-07-05,Afternoon,71,65,49,87,13,126,24296,120.42,14.3,18.73,2.32,25.3,14.43,20.1,97.75,1,111,75,3.17,43.3,49.5,200
2024-11-24,Morning,53,49,40,62,12,88,18167,96.99,12.62,1.36,1.07,7.1,16.87,9.9,73.06,1,70,36,5.18,7.1,32.93,147
2026-10-10,Night,51,65,34,82,19,92,28444,141.73,15.42,5.05,2.61,16.6,13.47,20.8,76.73,0,77,53,3.17,47.7,50.88,184
2026-12-20,Morning,79,64,44,99,13,135,28982,101.29,22.07,0.5,0.49,24.2,17.63,5.7,84.3,2,55,49,3.4,101.9,53.17,194
2025-09-28,Morning,47,52,29,70,14,87,15339,91.64,13.56,1.62,1.93,33.9,17.22,9.5,74.5,1,74,37,4.53,42.5,31.66,150
2025-05-04,Morning,66,57,36,87,5,117,20326,85.41,19.85,1.03,2.95,32.8,16.96,2.2,81.93,0,84,52,1.68,23.0,41.4,146
2025-01-15,Night,60,49,35,74,9,100,20291,105.84,14.67,1.95,1.68,37.1,17.04,12.2,69.62,1,56,32,5.93,10.2,37.98,154
2025-11-02,Night,21,26,11,36,7,39,10152,82.13,8.01,0.62,2.73,61.1,17.93,0.0,59.84,0,71,32,3.23,9.3,16.54,99
2025-10-09,Afternoon,56,27,17,66,7,72,15042,51.39,13.2,1.82,0.84,6.7,17.91,0.0,67.2,0,108,49,6.13,3.5,22.79,114
2024-11-19,Night,36,38,15,59,5,72,12201,55.74,6.64,0.2,0.84,35.8,18.87,1.5,60.48,2,63,28,2.64,23.8,20.62,100
2024-01-25,Night,41,26,17,50,4,59,9766,32.53,9.71,15.5,1.17,14.8,16.89,9.4,55.11,0,89,43,15.3,4.1,14.31,121
2024-06-15,Night,35,47,26,56,10,68,19898,107.85,14.83,0.08,4.27,37.5,14.34,27.5,76.25,0,34,18,6.64,29.6,37.26,152
2026-11-16,Night,54,50,29,75,4,100,14788,75.72,7.01,1.01,1.02,12.4,15.64,11.4,68.78,1,90,47,1.77,10.2,28.84,114
2025-04-03,Morning,65,80,62,83,12,130,21232,120.05,12.58,1.9,0.05,30.2,18.92,0.7,81.67,0,95,67,2.84,43.2,42.91,173
2025-06-12,Night,47,52,35,64,9,87,16216,107.48,13.96,12.49,0.24,11.5,17.33,0.0,71.11,12,55,33,1.04,107.4,40.68,166
2025-05-26,Afternoon,42,45,24,63,6,80,13485,58.56,13.28,0.79,2.18,29.7,13.98,21.7,62.88,2,108,50,3.09,20.9,26.88,119
2026-05-07,Afternoon,54,44,28,70,13,85,18648,49.69,11.1,0.47,5.08,21.0,14.65,1.4,70.05,0,52,27,6.76,37.9,37.78,149
2024-03-12,Morning,74,61,52,83,17,113,25039,101.97,22.09,1.23,0.19,18.9,17.94,7.6,86.48,0,50,40,6.0,79.9,45.08,190
2024-03-31,Afternoon,40,42,23,59,6,79,14398,41.22,13.95,1.58,2.01,13.2,17.55,8.7,70.68,0,110,54,4.3,10.5,23.82,112
2024-10-29,Night,41,59,20,80,2,95,14065,48.88,10.63,0.04,4.14,36.1,12.93,3.8,75.31,0,74,29,1.87,27.5,31.51,111
2025-06-17,Morning,95,102,77,120,22,172,35000,195.75,21.11,0.83,1.63,19.8,16.2,14.0,93.98,2,110,103,2.72,182.2,77.43,257
2026-01-05,Night,33,22,11,44,2,55,10270,31.71,6.25,1.64,2.06,12.0,15.73,12.2,62.83,0,103,40,1.54,6.6,14.34,79
2025-06-21,Morning,63,63,38,88,7,122,27587,100.1,15.11,1.4,2.09,11.1,16.91,1.8,70.52,1,73,55,2.43,98.2,50.74,171
2025-04-28,Morning,94,61,61,94,14,138,28891,155.6,16.34,24.16,5.74,27.8,9.03,54.6,84.56,0,72,65,2.25,209.1,68.39,237
2026-10-24,Morning,89,84,67,106,16,152,35000,169.39,25.06,0.14,1.8,9.9,17.21,4.4,95.37,2,56,47,3.3,140.1,71.24,228
2024-06-25,Night,64,83,55,92,20,128,22803,222.8,24.33,1.97,0.99,6.5,18.5,0.6,83.32,2,70,49,2.38,47.5,53.39,192
2025-09-18,Afternoon,26,29,11,44,5,52,9302,31.96,7.13,0.26,2.63,36.9,17.6,2.0,49.21,0,55,20,4.69,12.2,14.58,93
2025-08-17,Morning,58,58,36,80,8,105,26369,98.34,11.1,0.31,1.13,11.5,18.76,0.0,80.16,2,86,70,1.17,42.8,45.46,162
2025-06-02,Afternoon,61,68,45,84,16,109,21095,162.68,16.21,0.37,0.59,11.1,19.07,0.0,81.06,1,67,52,1.9,40.1,43.74,171
2026-06-04,Morning,57,56,42,71,20,88,25104,176.7,5.52,0.08,0.52,13.8,18.02,3.5,85.01,1,89,55,2.88,5.5,44.68,182
2024-10-19,Afternoon,98,85,77,106,25,162,35000,176.53,23.45,1.27,2.43,24.7,17.19,7.5,87.4,4,95,82,2.97,139.0,76.23,254
2026-11-11,Night,44,53,23,74,7,85,20112,54.89,8.87,1.91,1.94,15.5,18.05,0.0,71.97,0,74,47,6.22,22.3,33.07,134
2024-12-29,Afternoon,61,70,43,88,15,118,25112,95.76,12.24,0.67,2.92,15.9,17.52,2.7,91.85,2,91,60,2.37,42.5,50.19,176
2025-08-20,Night,33,51,23,61,4,82,10832,44.44,11.01,0.95,1.06,4.4,16.73,19.6,57.48,0,70,32,5.17,15.9,19.08,99
2025-07-24,Afternoon,50,71,39,82,13,113,23213,135.6,17.39,0.03,0.87,20.0,18.25,1.9,79.71,2,95,72,6.13,59.5,44.88,178
2026-07-20,Night,37,40,19,58,7,68,16238,73.53,8.33,0.72,1.53,20.3,15.48,18.6,58.4,1,90,42,1.23,16.3,26.38,112
2025-04-26,Morning,59,52,34,77,8,107,22414,83.67,17.4,1.21,2.38,9.3,17.0,1.1,72.08,1,52,34,1.36,28.3,41.11,145
2024-11-07,Morning,67,78,55,90,15,133,24911,142.51,25.32,0.28,5.64,26.1,9.73,57.6,81.2,0,81,62,1.86,66.6,58.77,194
2024-01-24,Morning,45,40,25,60,5,83,12621,48.04,10.11,0.16,5.75,21.4,15.94,2.2,68.61,9,65,36,5.8,220.6,41.94,158
2025-02-02,Afternoon,20,35,12,43,5,55,11373,60.2,6.01,23.63,4.27,21.7,14.78,1.8,66.75,0,59,20,5.25,48.3,21.88,128
2026-06-24,Afternoon,38,37,23,52,5,75,14056,28.96,9.83,1.81,0.98,11.0,18.65,0.0,74.33,6,80,27,1.15,65.2,25.85,115
2024-01-11,Afternoon,39,38,16,61,4,73,12938,64.39,6.53,1.52,1.48,14.7,18.57,0.0,64.75,2,70,37,2.87,13.5,23.32,108
2026-09-09,Morning,44,53,23,74,3,92,16598,75.56,8.98,0.66,2.65,12.8,15.2,27.3,70.6,0,91,56,6.4,15.1,31.72,130
2025-08-17,Morning,83,79,65,97,21,139,28912,173.95,19.46,0.54,1.73,23.0,17.54,5.0,92.65,0,52,46,4.38,130.2,61.32,226
2024-06-02,Afternoon,46,57,29,74,6,97,15968,85.72,11.25,1.02,1.59,18.8,18.16,0.0,67.65,2,86,58,3.81,43.2,32.93,135
2024-11-27,Night,32,33,14,51,4,58,9346,53.49,8.15,1.27,0.2,6.3,19.05,0.9,57.54,2,76,28,6.03,4.5,14.39,88
2025-08-30,Morning,43,65,34,74,12,94,24006,107.85,15.86,22.03,1.47,20.4,17.13,12.9,77.05,2,75,60,4.1,67.7,43.27,196
2024-12-11,Morning,49,53,24,78,3,94,19787,52.88,6.55,0.24,5.37,32.7,15.69,1.9,71.69,0,94,60,1.93,70.6,41.04,139
2024-04-28,Morning,52,54,22,84,6,97,18635,77.13,10.75,0.17,0.26,12.7,16.99,0.6,74.37,0,77,48,4.47,7.8,30.8,132
2025-12-30,Afternoon,76,47,45,78,14,104,18653,107.31,14.34,1.19,1.33,9.8,16.41,12.6,84.46,1,54,35,3.45,10.3,38.29,162
2026-01-06,Morning,54,74,37,91,16,116,19918,121.84,10.52,0.5,1.19,10.4,18.15,0.9,80.96,0,55,39,2.49,17.4,40.22,164
2024-05-10,Morning,49,54,28,75,3,103,17512,77.3,17.47,0.36,5.78,39.3,10.05,52.5,75.77,0,75,46,1.87,50.2,40.47,144
2024-11-04,Afternoon,50,60,33,77,9,101,18323,107.45,26.73,1.83,0.1,18.5,18.44,3.9,69.52,0,60,34,3.77,0.9,32.24,136
2024-09-24,Morning,62,51,35,78,13,103,22324,114.33,15.38,0.42,2.83,28.8,17.48,4.4,85.38,0,77,49,1.69,20.2,42.72,162
2025-12-23,Morning,89,72,67,94,15,151,21609,204.39,13.72,1.29,5.61,29.9,9.06,61.1,84.38,0,62,51,6.84,217.9,64.46,222
2026-03-11,Morning,57,43,31,69,9,91,13101,78.6,18.98,0.01,2.94,23.6,16.69,12.2,71.57,2,70,48,5.38,76.1,32.42,146
2026-03-07,Night,59,51,35,75,8,102,22481,92.88,16.56,0.92,1.05,18.6,16.98,4.8,71.03,2,68,46,4.35,18.0,39.55,144
2026-10-25,Afternoon,53,41,27,67,7,90,16124,114.36,10.08,1.68,1.48,12.2,17.38,8.3,71.15,0,74,45,1.22,3.6,30.14,122
2026-04-22,Morning,53,54,27,80,8,100,17328,151.52,7.63,1.52,1.47,20.4,16.23,4.8,63.86,0,50,36,2.94,39.2,36.24,139
2024-12-17,Morning,66,63,41,88,19,112,24438,140.79,10.69,1.02,1.18,9.4,18.77,0.0,88.37,2,66,51,3.27,51.9,48.24,190
2024-04-28,Afternoon,50,49,42,57,16,87,17993,183.82,12.95,1.32,2.53,22.3,17.05,3.3,66.88,2,76,50,1.38,63.8,41.22,160
2025-11-04,Night,25,27,11,41,5,49,8348,35.46,5.11,0.63,0.41,6.4,18.73,0.0,61.92,0,102,35,1.12,3.4,8.85,69
2026-09-30,Morning,75,79,64,90,11,140,25292,151.82,14.62,0.58,1.65,13.9,16.01,8.8,88.57,0,93,70,2.68,44.7,53.22,184
2026-12-04,Morning,68,61,39,90,11,116,18731,104.79,19.36,0.76,8.64,39.9,6.01,78.7,71.71,1,62,38,5.9,110.7,55.26,191
2024-09-09,Morning,49,67,40,76,11,106,20218,99.02,15.97,0.36,1.56,18.2,18.38,0.5,78.58,0,52,31,1.94,11.4,37.8,149
2024-09-16,Afternoon,45,38,19,64,9,76,14947,94.82,13.67,0.87,0.2,15.8,17.5,0.0,65.91,7,91,47,3.35,70.3,30.87,134
2024-02-11,Night,23,25,10,38,3,46,6856,32.62,9.06,1.27,5.54,40.6,10.4,50.2,55.69,2,111,42,3.17,77.0,19.42,96
2024-06-03,Afternoon,54,53,39,68,13,91,20573,137.95,13.46,1.35,5.74,28.0,12.52,37.4,72.36,1,60,43,3.28,97.9,48.99,175
2025-08-31,Morning,59,65,49,75,12,107,19212,221.27,17.51,0.01,2.35,28.5,17.38,9.2,78.89,1,88,57,3.74,24.2,46.78,174
2025-08-22,Night,35,49,21,63,6,78,14874,55.45,11.12,1.33,2.32,25.0,17.12,7.5,69.46,1,71,29,4.17,9.6,26.76,118
2025-02-10,Afternoon,37,42,19,60,5,78,15332,68.06,7.09,0.16,0.44,10.0,17.4,1.8,62.81,1,84,38,1.07,4.6,23.26,103
2024-12-05,Morning,49,44,23,70,6,92,20036,57.66,12.63,0.87,1.31,16.9,17.65,0.0,73.29,1,64,35,4.39,8.7,31.76,132
2026-06-28,Morning,61,57,33,85,15,98,26459,117.39,16.2,1.17,1.49,21.7,16.44,19.2,80.55,2,66,41,2.5,20.4,47.06,179
2025-05-19,Morning,54,73,44,83,12,120,21791,171.79,19.43,13.2,1.01,8.3,17.78,0.0,79.24,2,97,75,6.13,50.7,46.38,188
2026-06-04,Night,28,26,12,42,2,54,7811,30.95,9.95,1.25,1.35,33.6,17.45,6.2,50.54,2,81,29,3.66,23.0,12.32,80
2026-11-21,Afternoon,51,51,33,69,11,92,22457,104.21,12.25,1.26,8.07,48.1,8.45,65.0,79.13,0,83,56,2.21,144.0,52.86,177
2024-12-13,Afternoon,68,89,64,93,19,136,25186,201.02,16.95,0.8,5.52,25.9,8.98,50.0,90.67,1,98,87,6.83,110.3,65.59,229
2024-08-10,Night,50,31,16,65,7,74,17121,50.28,8.47,0.31,2.76,24.3,15.36,2.5,70.99,6,97,48,3.63,52.7,34.15,135
2026-11-10,Morning,56,63,29,90,11,105,18783,81.14,21.68,1.0,2.73,18.2,16.79,10.2,75.12,2,90,66,1.41,67.6,41.11,158
2025-11-26,Morning,53,41,24,70,5,89,13754,85.5,12.83,0.98,1.43,34.0,14.92,18.6,62.79,1,75,39,5.38,19.3,27.43,125
2024-11-14,Morning,71,73,46,98,12,131,24675,171.28,13.67,1.38,1.52,13.7,15.89,11.6,86.24,0,90,70,4.01,32.2,51.23,185
2025-11-12,Night,47,43,23,67,10,84,12668,117.47,8.54,0.27,1.8,28.8,15.69,12.9,63.63,7,88,43,2.51,123.3,35.08,140
2025-07-18,Afternoon,63,55,40,78,11,108,20681,98.37,16.12,0.73,1.84,29.1,16.78,0.8,80.91,0,59,35,2.84,16.0,39.24,155
2026-09-19,Morning,72,75,57,90,16,131,24855,184.01,16.22,1.43,1.12,31.4,18.55,1.7,86.41,1,67,48,5.59,50.7,53.03,202
2024-10-07,Morning,41,57,25,73,6,88,17911,107.48,10.26,1.07,0.6,18.6,15.76,19.9,62.3,0,103,65,1.72,18.3,30.96,125
2026-12-22,Afternoon,57,57,38,76,16,100,19745,176.56,11.55,1.98,2.75,13.2,17.84,0.0,73.16,12,65,42,1.74,140.0,55.74,196
2026-10-22,Afternoon,67,64,53,78,20,111,22591,142.31,12.7,1.1,1.47,8.3,17.91,0.0,90.28,0,58,37,5.2,25.6,45.14,184
2024-07-17,Afternoon,86,99,76,109,24,163,35000,249.98,32.36,1.67,0.01,26.4,18.93,2.6,96.76,2,100,83,1.96,143.6,74.01,250
